"time","event","gene_id","strand","ES","EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
120,"SE","Solyc07g006120.3","+",960048,960194,"63,46,67","0,0,0","61,46,39","7,4,0",0.000383862488572123,0.111
105,"SE","Solyc07g007690.4","+",2322940,2323053,"60,61,59","0,0,0","46,46,48","3,8,5",3.30997746090078e-06,0.164
105,"SE","Solyc07g007690.4","+",2322951,2323203,"68,97,84","0,0,0","85,82,64","3,8,5",2.10533497369906e-05,0.121
120,"SE","Solyc07g007690.4","+",2322951,2323169,"4,0,10","3,2,2","0,0,0","1,3,10",0.000185903014302006,0.371
70,"SE","Solyc07g017490.3","+",7482944,7482993,"67,21,49","0,0,0","35,32,55","6,6,4",1.61064457843588e-05,0.158
70,"SE","Solyc07g017490.3","+",7482946,7483182,"80,63,83","0,0,0","60,90,75","6,6,4",4.2074603626583e-05,0.127
105,"SE","Solyc07g017490.3","+",7482944,7482993,"46,37,39","0,0,0","44,23,40","10,9,5",3.15436226289168e-08,0.239
120,"SE","Solyc07g017490.3","+",7482944,7482993,"48,27,57","0,0,0","33,29,49","4,9,3",8.57950673763757e-06,0.169
120,"SE","Solyc07g017490.3","+",7482840,7483182,"85,57,58","0,0,0","55,52,60","4,9,3",5.73419535028552e-06,0.158
20,"SE","Solyc07g040950.3","-",51037983,51038444,"0,0,0","5,8,10","5,16,0","15,15,8",0.000869733497920213,-0.164
25,"SE","Solyc07g040950.3","-",51037983,51038444,"0,1,0","2,3,10","3,1,15","12,10,17",0.00953868896186381,-0.107
70,"SE","Solyc07g040950.3","-",51038309,51038444,"40,35,26","7,9,6","24,23,31","19,28,31",4.7645540952919e-06,0.357
70,"SE","Solyc07g040950.3","-",51038309,51038495,"57,42,43","7,9,6","31,33,45","19,28,31",1.4591831385534e-06,0.348
70,"SE","Solyc07g040950.3","-",51038309,51038645,"40,35,26","7,9,6","24,25,33","19,28,31",8.0100590597761e-06,0.347
90,"SE","Solyc07g040950.3","-",51038309,51038444,"46,29,28","1,10,13","32,20,33","27,35,26",0.00646186102639849,0.36
90,"SE","Solyc07g040950.3","-",51038309,51038495,"77,41,31","1,10,13","42,27,47","27,35,26",0.00507078186657866,0.333
105,"SE","Solyc07g040950.3","-",51038309,51038444,"28,38,26","0,10,7","28,33,22","56,52,50",5.55065693150951e-08,0.56
105,"SE","Solyc07g040950.3","-",51038309,51038495,"37,59,33","0,10,7","37,48,29","56,52,50",8.01617931676994e-10,0.553
105,"SE","Solyc07g040950.3","-",51038309,51038645,"31,41,28","0,10,7","30,44,30","56,52,50",2.65685745116529e-07,0.533
120,"SE","Solyc07g040950.3","-",51038309,51038495,"23,25,47","8,6,12","34,24,35","42,50,25",2.24584963853867e-05,0.345
120,"SE","Solyc07g040950.3","-",51038309,51038645,"19,22,26","8,6,12","29,19,32","42,50,25",0.00127877348964043,0.301
120,"SE","Solyc07g040950.3","-",51038309,51038734,"19,22,26","8,6,12","29,19,32","42,50,25",0.00127877348964043,0.301
20,"SE","Solyc07g041830.4","+",53979273,53979609,"18,20,25","66,80,40","2,13,8","112,147,124",1.19382606555993e-07,0.129
25,"SE","Solyc07g041830.4","+",53979273,53979609,"17,28,26","62,74,72","2,3,13","142,203,136",0,0.124
50,"SE","Solyc07g043580.4","+",57357905,57358091,"2,2,5","0,0,2","2,1,0","2,8,1",0.00019432184904312,0.721
80,"SE","Solyc07g043580.4","+",57357940,57358091,"14,17,14","0,0,0","13,13,7","3,1,4",9.9408834360551e-05,0.327
90,"SE","Solyc07g043580.4","+",57357940,57357977,"11,32,10","0,0,0","4,6,12","7,4,3",1.27430058540166e-07,0.459
90,"SE","Solyc07g043580.4","+",57357940,57358091,"20,37,22","0,0,0","8,10,17","7,4,3",4.16838789921478e-08,0.447
120,"SE","Solyc07g043580.4","+",57357940,57358091,"23,20,14","0,0,0","10,11,9","7,5,13",2.13394528385296e-11,0.601
80,"SE","Solyc07g049720.4","-",59980743,59980867,"6,6,8","0,0,0","5,3,1","2,8,4",1.27662114213333e-09,0.711
90,"SE","Solyc07g049720.4","-",59980730,59980867,"7,10,7","0,2,1","5,2,4","13,8,12",2.51238110171986e-07,0.693
120,"SE","Solyc07g049720.4","-",59980741,59980867,"499,329,397","0,3,1","304,424,399","28,25,23",0,0.106
105,"SE","Solyc07g049730.3","-",59994501,59994768,"75,65,68","1,0,0","55,31,48","12,8,16",3.08373210009598e-13,0.339
105,"SE","Solyc07g049730.3","-",59994744,59994853,"56,117,79","1,0,0","43,36,39","12,8,16",0,0.33
120,"SE","Solyc07g049730.3","-",59994501,59994768,"92,57,85","0,0,0","39,36,32","14,2,30",2.05512374359263e-09,0.39
50,"SE","Solyc07g052340.4","+",60755762,60755807,"3,3,0","3,2,2","8,4,3","0,1,0",7.91564134893868e-05,-0.595
60,"SE","Solyc07g052340.4","+",60755762,60755807,"5,1,7","2,6,4","8,5,6","0,1,0",0.000181448982497002,-0.483
70,"SE","Solyc07g053450.4","-",61821902,61822033,"50,13,29","0,0,0","34,32,55","7,6,8",9.77603342031767e-07,0.252
70,"SE","Solyc07g053450.4","-",61821906,61822036,"38,13,24","0,0,0","39,51,61","7,6,8",1.15896613597646e-05,0.21
70,"SE","Solyc07g053450.4","-",61821906,61822033,"97,26,56","0,0,0","79,84,119","7,6,8",2.47052059793772e-05,0.123
80,"SE","Solyc07g053450.4","-",61821902,61822033,"35,26,41","0,0,0","49,25,27","6,0,5",0.000493906891254297,0.148
90,"SE","Solyc07g053450.4","-",61821902,61822033,"52,69,29","0,0,0","53,29,48","9,8,5",4.60551834804248e-08,0.249
90,"SE","Solyc07g053450.4","-",61821906,61822033,"91,161,86","0,0,0","121,64,96","9,8,5",3.22151222260834e-07,0.132
120,"SE","Solyc07g053450.4","-",61821902,61822033,"47,25,37","0,0,0","15,36,39","4,13,3",2.37223428049655e-07,0.288
120,"SE","Solyc07g053450.4","-",61821906,61822026,"59,29,30","0,0,0","18,35,53","4,13,3",7.09107321138146e-07,0.26
120,"SE","Solyc07g053450.4","-",61821906,61822033,"116,61,75","0,0,0","30,81,108","4,13,3",1.30771138315318e-06,0.159
90,"SE","Solyc07g054440.3","-",62670444,62670524,"31,50,34","0,0,0","26,24,31","2,6,17",8.01169866534844e-08,0.28
90,"SE","Solyc07g054440.3","-",62670448,62670524,"84,190,117","0,0,0","93,60,89","2,6,17",3.20016793396465e-08,0.129
105,"SE","Solyc07g054440.3","-",62670444,62670524,"21,41,14","0,0,0","24,14,13","7,2,2",1.64017508281033e-05,0.227
120,"SE","Solyc07g054440.3","-",62670444,62670524,"28,25,20","2,0,0","12,27,16","3,3,20",7.46432193615184e-05,0.328
120,"SE","Solyc07g054440.3","-",62670448,62670524,"113,94,98","2,0,0","44,73,84","3,3,20",6.93947962896627e-07,0.13
30,"SE","Solyc07g062080.4","+",64755978,64756045,"21,18,35","62,54,70","18,13,18","91,117,120",0.00120222166000355,0.116
70,"SE","Solyc07g062080.4","+",64755978,64756045,"82,30,42","164,127,114","12,10,14","118,106,132",9.54903365372502e-08,0.135
105,"SE","Solyc07g062080.4","+",64755978,64756045,"22,24,30","119,103,116","15,3,1","159,104,122",6.2346054581591e-08,0.105
120,"SE","Solyc07g062080.4","+",64755978,64756045,"41,18,29","120,114,85","14,6,14","115,134,165",3.46288425115531e-06,0.106
70,"SE","Solyc07g064510.3","-",66452232,66452313,"60,56,62","13,17,4","74,65,68","41,62,45",0.000114421271186902,0.3
80,"SE","Solyc07g064510.3","-",66452232,66452313,"41,59,62","7,5,9","54,46,42","30,28,24",1.260134919078e-06,0.302
90,"SE","Solyc07g064510.3","-",66452232,66452313,"52,69,46","10,8,12","59,45,48","43,85,63",1.06311280952446e-09,0.425
105,"SE","Solyc07g064510.3","-",66452232,66452313,"40,61,69","22,5,14","67,50,34","49,68,40",0.000368626698844566,0.347
90,"SE","Solyc07g065370.4","-",66988547,66989012,"164,275,207","0,0,0","152,147,150","16,5,12",9.20976682450845e-11,0.125
90,"SE","Solyc07g065370.4","-",66988547,66988875,"164,275,212","0,0,0","154,146,152","16,5,12",9.16016794096765e-11,0.124
90,"SE","Solyc07g065370.4","-",66988547,66988670,"164,275,205","0,0,0","152,141,152","16,5,12",1.17075099614975e-10,0.116
105,"SE","Solyc07g065370.4","-",66988547,66989012,"162,153,142","2,0,0","194,173,129","15,10,11",2.90254523521874e-08,0.12
105,"SE","Solyc07g065370.4","-",66988547,66988875,"162,155,142","2,0,0","195,173,133","15,10,11",3.19524382794088e-08,0.118
105,"SE","Solyc07g065370.4","-",66988547,66988670,"162,152,142","2,0,0","197,168,128","15,10,11",3.60048381666525e-08,0.111
120,"SE","Solyc07g065370.4","-",66988547,66988875,"211,157,161","0,0,0","155,145,179","5,10,14",1.53644704153347e-08,0.106
120,"SE","Solyc07g066120.3","-",67474585,67474668,"128,84,116","0,2,0","55,54,66","4,7,3",0.000168562053362841,0.1
40,"SE","Solyc07g066310.3","+",67632731,67632806,"5,12,22","0,0,0","8,42,7","0,10,68",0.000421857885512626,0.4
80,"SE","Solyc07g066310.3","+",67632968,67633016,"14,1,0","0,9,8","11,8,3","0,1,0",0.000209421710641314,-0.593
80,"SE","Solyc07g066310.3","+",67632968,67633022,"5,1,0","0,9,8","12,6,3","0,1,0",9.46208100752794e-05,-0.58
80,"SE","Solyc07g066310.3","+",67632967,67633022,"3,0,0","0,9,8","1,2,1","0,1,0",0.000359818483778078,-0.531
80,"SE","Solyc07g066310.3","+",67632968,67633017,"2,2,1","0,9,8","17,5,4","0,1,0",0.000134877299275895,-0.52
80,"SE","Solyc07g066310.3","+",67632968,67633004,"2,1,5","0,9,8","11,4,3","0,1,0",0.000430613858787644,-0.449
105,"SE","Solyc07g066310.3","+",67632589,67632806,"5,6,2","0,0,0","11,1,21","27,12,0",1.01216950622559e-05,0.597
105,"SE","Solyc07g066310.3","+",67632589,67632805,"26,5,12","0,0,0","21,10,15","30,0,15",5.65540289803911e-06,0.469
105,"SE","Solyc07g066310.3","+",67632731,67633022,"25,5,20","0,0,0","19,16,11","27,12,0",6.14908337361263e-06,0.447
105,"SE","Solyc07g066310.3","+",67632731,67632806,"30,6,19","0,0,0","17,14,22","27,12,0",9.87996073231121e-06,0.423
105,"SE","Solyc07g066310.3","+",67632731,67632805,"47,5,29","0,0,0","27,23,16","30,0,15",3.39978909908605e-06,0.403
40,"SE","Solyc08g006160.4","-",896435,896585,"0,5,31","19,30,23","0,0,0","23,26,26",0.000168960648239666,0.16
50,"SE","Solyc08g006160.4","-",896435,896585,"0,0,0","20,56,47","21,0,9","35,25,20",1.5864185465297e-07,-0.138
60,"SE","Solyc08g006160.4","-",896435,896607,"0,0,0","26,44,41","0,3,48","14,21,21",0.0004977963478242,-0.2
40,"SE","Solyc08g006760.4","-",1340878,1341157,"227,147,213","40,25,12","176,171,163","60,49,58",0.000692889298201018,0.19
40,"SE","Solyc08g006760.4","-",1341086,1341228,"297,221,280","40,25,12","245,220,262","60,49,58",0.000261460365587626,0.154
50,"SE","Solyc08g006760.4","-",1341086,1341228,"370,389,467","35,32,32","245,247,206","66,62,89",8.64989746495888e-12,0.24
50,"SE","Solyc08g006760.4","-",1341086,1341157,"924,918,1086","35,32,32","707,551,505","66,62,89",0,0.108
60,"SE","Solyc08g006760.4","-",1340879,1341157,"197,243,238","44,38,35","155,210,150","82,98,59",4.91028743379899e-08,0.221
60,"SE","Solyc08g006760.4","-",1341086,1341157,"750,850,868","44,38,35","542,688,520","82,98,59",4.86037876612701e-11,0.101
70,"SE","Solyc08g006760.4","-",1341086,1341157,"567,401,466","29,22,12","329,296,309","47,39,50",8.39918477491249e-10,0.116
90,"SE","Solyc08g006760.4","-",1341086,1341157,"982,1286,982","25,76,48","539,548,577","92,85,91",0,0.131
90,"SE","Solyc08g006760.4","-",1341086,1341157,"584,696,551","10,34,27","303,344,321","43,40,56",1.0091321717646e-12,0.122
105,"SE","Solyc08g006760.4","-",1341086,1341157,"811,880,871","39,57,23","595,463,452","87,86,75",0,0.133
105,"SE","Solyc08g014440.4","-",4410302,4410417,"150,213,243","0,0,0","184,143,133","30,7,18",0,0.166
120,"SE","Solyc08g014440.4","-",4410302,4410492,"251,220,191","0,0,0","156,198,204","11,15,11",4.58463444722767e-11,0.118
120,"SE","Solyc08g014440.4","-",4410302,4410417,"225,205,168","0,0,0","142,186,188","11,15,11",8.193461826608e-11,0.113
5,"SE","Solyc08g059760.3","-",43329107,43329160,"13,35,28","2,0,0","19,17,26","7,12,12",6.56645113415287e-07,0.345
5,"SE","Solyc08g059760.3","-",43328575,43328686,"137,119,123","2,0,0","159,161,116","7,12,12",8.88451498434013e-06,0.105
5,"SE","Solyc08g059760.3","-",43328543,43328686,"152,139,144","2,0,0","185,187,135","7,12,12",1.00362995879794e-05,0.101
60,"SE","Solyc08g059760.3","-",43329107,43329160,"9,26,33","0,2,0","14,9,26","0,8,14",0.000882808067146687,0.291
105,"SE","Solyc08g059760.3","-",43330895,43331125,"10,0,9","17,13,18","2,0,0","20,18,15",0.000269726007807793,0.126
120,"SE","Solyc08g059760.3","-",43330895,43330967,"180,123,114","15,9,11","84,77,118","11,21,36",0.000830952436262496,0.143
70,"SE","Solyc08g065360.3","+",51396913,51396998,"20,32,47","0,0,0","53,37,30","5,4,5",8.21020619207093e-05,0.16
70,"SE","Solyc08g065360.3","+",51396937,51397003,"48,26,55","0,0,0","50,48,59","5,4,5",0.000365928999266663,0.114
80,"SE","Solyc08g065360.3","+",51396937,51397003,"44,50,57","0,0,0","42,35,41","0,11,3",0.000286072590024908,0.136
105,"SE","Solyc08g065360.3","+",51396937,51397003,"56,68,52","0,4,0","31,23,27","15,17,10",8.37012998593711e-13,0.399
105,"SE","Solyc08g065360.3","+",51396913,51396998,"50,38,35","0,4,0","55,31,29","15,17,10",1.56696416892866e-07,0.324
105,"SE","Solyc08g065360.3","+",51396913,51397003,"158,177,153","0,4,0","151,79,117","15,17,10",2.10907346764582e-10,0.16
120,"SE","Solyc08g065360.3","+",51396913,51397003,"154,119,159","0,0,0","98,129,137","8,14,7",6.73763361261268e-09,0.113
90,"SE","Solyc08g065990.3","+",52539588,52539658,"29,64,44","0,0,0","24,29,50","3,1,10",2.54341005853734e-05,0.143
105,"SE","Solyc08g065990.3","+",52539588,52539658,"16,28,25","2,0,0","28,27,15","15,7,12",3.24032212489495e-07,0.367
105,"SE","Solyc08g065990.3","+",52539531,52539658,"186,170,156","2,0,0","160,96,107","15,7,12",3.50794293897885e-10,0.14
70,"SE","Solyc08g066540.3","-",53381418,53381628,"54,17,40","0,0,2","24,26,34","5,1,7",0.00083388983750602,0.189
70,"SE","Solyc08g066540.3","-",53381451,53381628,"53,21,38","0,0,2","26,27,32","5,1,7",0.000870662927474301,0.185
80,"SE","Solyc08g066540.3","-",53381418,53381628,"19,26,32","1,0,0","24,20,23","17,5,1",5.67118646093743e-05,0.301
80,"SE","Solyc08g066540.3","-",53381451,53381628,"19,26,32","1,0,0","23,20,27","17,5,1",8.30320259507816e-05,0.301
90,"SE","Solyc08g066540.3","-",53381591,53381604,"9,19,22","0,0,2","16,4,27","5,5,10",5.77366633275952e-05,0.342
90,"SE","Solyc08g066540.3","-",53381451,53381628,"46,81,35","0,0,2","56,15,38","5,5,10",3.48951510375382e-06,0.265
90,"SE","Solyc08g066540.3","-",53381418,53381628,"45,90,36","0,0,2","57,15,42","5,5,10",3.41634392638294e-06,0.257
60,"SE","Solyc08g068270.3","-",55460373,55460481,"1,1,5","1,0,0","1,0,0","3,1,2",3.83141754311243e-06,0.735
80,"SE","Solyc08g075520.4","-",57788302,57788544,"80,91,71","41,46,39","64,72,75","17,5,0",3.39092121371012e-05,-0.354
80,"SE","Solyc08g075520.4","-",57788378,57788477,"58,93,54","41,46,39","60,44,37","17,5,0",0.000285882439408596,-0.353
80,"SE","Solyc08g075520.4","-",57788302,57788430,"67,90,67","41,46,39","52,58,61","17,5,0",0.0003276704251286,-0.341
80,"SE","Solyc08g075520.4","-",57788260,57788477,"81,119,80","41,46,39","79,57,46","17,5,0",0.00026156494701571,-0.328
80,"SE","Solyc08g075520.4","-",57788302,57788477,"161,207,151","41,46,39","141,129,121","17,5,0",8.36651174772524e-07,-0.24
90,"SE","Solyc08g075520.4","-",57788302,57788477,"226,322,261","30,43,51","155,102,134","15,3,4",0.000411346874134409,-0.143
70,"SE","Solyc08g075710.3","+",57955876,57956033,"11,11,7","10,1,18","2,1,0","7,23,14",0.000129623749404127,0.406
80,"SE","Solyc08g075710.3","+",57955876,57956033,"10,7,10","16,9,10","0,0,0","14,17,19",3.32117113471558e-09,0.284
50,"SE","Solyc08g076220.3","+",58355360,58355441,"2,6,3","0,0,0","1,5,3","3,4,14",3.1128701980763e-09,0.751
60,"SE","Solyc08g076220.3","+",58355667,58355911,"2,2,8","0,0,0","16,13,8","4,0,5",0.000719817654622173,0.296
60,"SE","Solyc08g077310.3","+",59316778,59316860,"17,6,24","1,3,0","1,3,7","2,14,9",9.79368445596152e-06,0.593
70,"SE","Solyc08g077310.3","+",59317448,59317702,"178,124,109","0,0,1","107,114,113","7,2,17",8.49689417684248e-07,0.121
105,"SE","Solyc08g077310.3","+",59317448,59317702,"123,105,104","0,6,0","129,84,116","13,9,14",1.68026803795447e-05,0.145
120,"SE","Solyc08g077310.3","+",59317448,59317702,"150,122,92","2,1,3","114,82,124","4,15,15",3.54697482343715e-05,0.142
70,"SE","Solyc08g077530.3","+",59627193,59627342,"464,344,389","9,10,0","710,813,596","54,65,53",6.48651040286447e-12,0.11
90,"SE","Solyc08g077530.3","+",59627160,59627342,"374,412,366","0,2,5","808,766,761","84,63,72",0,0.145
90,"SE","Solyc08g077530.3","+",59627193,59627342,"374,410,366","0,2,5","818,773,761","84,63,72",0,0.144
105,"SE","Solyc08g077530.3","+",59627193,59627342,"179,223,157","4,5,6","1055,687,688","113,103,67",5.63148890816069e-09,0.138
120,"SE","Solyc08g077530.3","+",59627075,59627342,"234,196,172","3,5,5","643,618,824","83,58,69",5.45518469107239e-09,0.126
90,"SE","Solyc08g081070.3","-",62311620,62312900,"131,208,171","0,0,0","82,88,130","2,12,5",1.5185662405727e-06,0.111
105,"SE","Solyc08g081070.3","-",62311620,62312900,"143,119,157","0,0,0","109,107,88","9,4,6",1.89823696496493e-06,0.111
120,"SE","Solyc08g081070.3","-",62311620,62312900,"150,102,131","0,0,0","102,73,99","6,10,2",3.80212945533041e-06,0.12
40,"SE","Solyc08g081750.3","-",62838671,62838743,"2,3,7","0,0,1","1,3,0","5,3,5",1.7478630973632e-06,0.768
50,"SE","Solyc08g081750.3","-",62838671,62838743,"5,10,1","0,0,0","6,3,4","0,5,5",0.000219998863449171,0.454
60,"SE","Solyc08g081750.3","-",62838671,62838750,"60,102,93","2,0,0","58,77,62","7,3,8",0.000146254149135586,0.109
90,"SE","Solyc08g081750.3","-",62838671,62838750,"106,98,98","0,0,0","74,37,68","4,13,13",3.97734584993383e-10,0.217
90,"SE","Solyc08g081750.3","-",62838678,62838743,"138,118,102","0,0,0","101,74,105","4,13,13",3.04423456423245e-09,0.135
105,"SE","Solyc08g081750.3","-",62838671,62838743,"2,1,1","0,1,0","3,0,4","5,7,5",0.000810557366712284,0.588
105,"SE","Solyc08g081750.3","-",62838671,62838750,"82,92,81","0,1,0","74,41,77","5,7,5",2.23691743073228e-05,0.125
120,"SE","Solyc08g081750.3","-",62838671,62838750,"105,56,81","0,5,1","58,50,57","40,6,8",1.45896149858772e-05,0.235
120,"SE","Solyc08g081750.3","-",62838678,62838743,"108,85,96","0,5,1","51,79,90","40,6,8",0.00013172160451949,0.216
120,"SE","Solyc08g081750.3","-",62838678,62838750,"295,202,258","0,5,1","172,192,200","40,6,8",3.09097406928606e-08,0.105
90,"SE","Solyc08g081770.3","-",62855755,62855821,"445,554,359","58,91,58","272,250,318","61,91,101",6.93009972262396e-05,0.121
105,"SE","Solyc08g081770.3","-",62855755,62855821,"266,363,386","50,50,45","274,243,227","94,99,76",2.97835623002066e-09,0.168
120,"SE","Solyc08g081770.3","-",62855755,62855821,"442,277,322","58,44,53","224,237,256","49,96,73",0.000433321198869086,0.121
120,"SE","Solyc08g081770.3","-",62855691,62855901,"682,482,500","58,44,53","350,454,417","49,96,73",0.000115734420382699,0.1
70,"SE","Solyc08g081990.3","-",63022050,63022127,"78,77,92","0,0,0","55,77,76","23,7,16",1.28103889152275e-11,0.25
70,"SE","Solyc08g081990.3","-",63027907,63028009,"26,11,55","100,86,74","16,0,5","91,111,77",7.77609007262928e-05,0.126
80,"SE","Solyc08g081990.3","-",63022050,63022127,"88,102,73","3,1,0","53,83,69","11,3,6",0.000764141656176835,0.115
90,"SE","Solyc08g081990.3","-",63022050,63022127,"67,171,102","11,0,0","78,70,83","12,26,29",1.03544634350333e-07,0.232
90,"SE","Solyc08g081990.3","-",63022050,63022197,"334,589,398","11,0,0","307,252,377","12,26,29",2.74620604033921e-12,0.105
105,"SE","Solyc08g081990.3","-",63027907,63028009,"42,21,33","82,90,74","14,5,10","117,110,87",6.02757274926563e-08,0.136
105,"SE","Solyc08g081990.3","-",63022050,63022197,"372,307,417","13,3,0","288,295,253","5,36,24",5.14039874691229e-07,0.101
120,"SE","Solyc08g081990.3","-",63022050,63022127,"101,81,88","0,0,0","85,79,84","14,30,26",0,0.295
120,"SE","Solyc08g081990.3","-",63022050,63022197,"396,327,323","0,0,0","230,262,323","14,30,26",0,0.144
40,"SE","Solyc08g082880.4","+",63692095,63692173,"27,19,12","0,0,0","21,17,22","5,0,6",0.00057491381832774,0.187
90,"SE","Solyc08g082880.4","+",63692095,63692243,"11,7,6","1,3,0","0,3,1","2,16,6",4.40439821974287e-07,0.741
90,"SE","Solyc08g082880.4","+",63692093,63692243,"88,110,110","1,3,0","84,54,68","2,16,6",0.000161139898524652,0.164
90,"SE","Solyc08g082880.4","+",63692093,63692248,"79,106,109","1,3,0","87,57,71","2,16,6",0.000265038204517505,0.157
90,"SE","Solyc08g082880.4","+",63692093,63692173,"85,122,88","1,3,0","103,70,90","2,16,6",0.000339842852458784,0.109
105,"SE","Solyc08g082880.4","+",63692095,63692248,"2,4,3","0,0,0","12,2,6","16,3,8",1.76567293803923e-07,0.735
105,"SE","Solyc08g082880.4","+",63692095,63692173,"21,31,15","0,0,0","23,12,22","16,3,8",2.97448532700882e-09,0.382
105,"SE","Solyc08g082880.4","+",63692093,63692243,"63,82,72","0,0,0","98,49,48","16,3,8",7.52454429257252e-09,0.202
105,"SE","Solyc08g082880.4","+",63692093,63692248,"62,86,68","0,0,0","107,48,50","16,3,8",1.05751666587899e-08,0.194
105,"SE","Solyc08g082880.4","+",63692093,63692173,"84,105,86","0,0,0","119,56,65","16,3,8",1.55260821774844e-08,0.135
120,"SE","Solyc08g082880.4","+",63692095,63692243,"7,3,5","0,0,0","1,1,9","2,8,4",4.3158909123117e-10,0.737
120,"SE","Solyc08g082880.4","+",63692095,63692173,"20,24,28","0,0,0","18,18,20","2,8,4",2.75538795302987e-06,0.261
120,"SE","Solyc08g082880.4","+",63692093,63692243,"97,69,75","0,0,0","43,33,87","2,8,4",2.27649196272003e-05,0.165
120,"SE","Solyc08g082880.4","+",63692093,63692248,"90,66,71","0,0,0","51,42,87","2,8,4",4.03426212846046e-05,0.144
25,"SE","Solyc08g083250.4","+",63911135,63911153,"18,20,15","1,2,2","16,32,29","16,22,22",1.58478090919615e-05,0.378
30,"SE","Solyc08g083250.4","+",63911135,63911153,"38,20,19","3,2,1","25,18,24","35,35,16",2.97543266948413e-09,0.495
60,"SE","Solyc08g083250.4","+",63911135,63911227,"311,390,280","0,2,0","339,435,350","43,32,21",0,0.119
105,"SE","Solyc08g083250.4","+",63911135,63911153,"24,16,13","0,0,2","22,35,16","21,26,10",1.48573275535631e-09,0.412
105,"SE","Solyc08g083250.4","+",63911165,63911227,"60,65,65","0,0,2","92,43,64","21,26,10",2.36600387179424e-10,0.281
20,"SE","Solyc09g005270.3","-",214076,214438,"74,68,71","8,9,6","71,102,96","1,2,1",0.00038595069369584,-0.149
20,"SE","Solyc09g005270.3","-",214076,214490,"70,70,72","8,9,6","69,102,95","1,2,1",0.000401770656871098,-0.149
20,"SE","Solyc09g005270.3","-",214076,214239,"76,73,81","8,9,6","81,108,111","1,2,1",0.000313557084482707,-0.141
30,"SE","Solyc09g005270.3","-",214082,214438,"8,3,7","1,0,1","0,5,4","7,5,4",0.000173730045983398,0.637
30,"SE","Solyc09g005270.3","-",214082,214239,"8,9,16","1,0,1","9,10,13","7,5,4",0.000870623979337651,0.393
40,"SE","Solyc09g005270.3","-",214082,214438,"6,2,13","5,2,0","0,1,0","2,8,3",5.02732543311902e-05,0.55
60,"SE","Solyc09g005270.3","-",214082,214490,"1,1,11","1,0,0","2,0,2","0,10,3",0.000648313210685193,0.361
90,"SE","Solyc09g005270.3","-",214082,214438,"7,8,2","0,0,0","4,0,3","5,11,0",4.69143627305126e-06,0.571
90,"SE","Solyc09g005270.3","-",214082,214239,"21,3,29","0,0,0","4,11,4","5,11,0",1.29996344947859e-05,0.46
90,"SE","Solyc09g005270.3","-",214076,214438,"106,99,109","0,0,0","96,68,73","5,11,0",4.52563027175947e-05,0.113
90,"SE","Solyc09g005270.3","-",214076,214490,"106,92,111","0,0,0","94,68,70","5,11,0",4.23031073528095e-05,0.113
90,"SE","Solyc09g005270.3","-",214076,214239,"120,94,136","0,0,0","96,79,74","5,11,0",3.71156095917074e-05,0.104
50,"SE","Solyc09g005480.3","-",336852,336881,"74,68,55","123,109,98","35,25,40","157,95,113",0.000193744933937023,0.144
70,"SE","Solyc09g005480.3","-",336852,336881,"58,53,35","91,80,104","32,31,24","116,133,119",0.00202983689678945,0.143
90,"SE","Solyc09g005480.3","-",336852,336881,"78,79,38","84,151,128","22,33,37","162,125,120",0.00802948592055565,0.151
105,"SE","Solyc09g005480.3","-",336852,336881,"65,48,45","81,124,105","29,26,22","134,136,110",0.00026599085415964,0.159
90,"SE","Solyc09g005580.4","+",405444,405475,"16,2,4","0,0,0","5,4,7","0,6,4",0.000146533019167745,0.351
90,"SE","Solyc09g005580.4","+",405466,405518,"48,41,30","0,0,0","10,24,39","0,6,4",0.000427572100903466,0.125
105,"SE","Solyc09g005580.4","+",405444,405475,"7,11,9","0,0,0","11,2,9","6,0,12",1.28894848076659e-05,0.338
120,"SE","Solyc09g005580.4","+",405466,405518,"46,21,53","0,0,0","13,27,7","7,5,2",1.61985079619383e-07,0.3
120,"SE","Solyc09g005580.4","+",405404,405518,"90,67,98","0,0,0","30,52,38","7,5,2",2.85135881192332e-06,0.174
120,"SE","Solyc09g005580.4","+",405439,405518,"74,63,89","0,0,0","26,49,35","7,5,2",4.39742394639661e-06,0.169
90,"SE","Solyc09g010970.4","-",4360138,4360374,"17,11,19","1,0,0","11,8,7","1,3,3",0.000955287816037483,0.313
90,"SE","Solyc09g011830.4","+",5147084,5147230,"18,12,18","21,5,11","10,0,0","23,30,23",6.86358927091107e-07,0.374
90,"SE","Solyc09g011830.4","+",5146870,5147230,"15,12,21","21,5,11","10,0,0","23,30,23",2.03893944710754e-06,0.372
105,"SE","Solyc09g011830.4","+",5147053,5147230,"30,22,24","6,12,7","15,4,6","47,22,26",1.53442627679237e-10,0.5
105,"SE","Solyc09g011830.4","+",5147053,5147350,"20,12,11","6,12,7","9,4,6","47,22,26",3.86456978626398e-06,0.375
105,"SE","Solyc09g011830.4","+",5146870,5147230,"12,10,16","6,12,7","7,7,0","47,22,26",7.75434613152713e-07,0.374
105,"SE","Solyc09g011830.4","+",5147053,5147444,"19,12,11","6,12,7","8,4,8","47,22,26",6.58533280157302e-06,0.364
105,"SE","Solyc09g011830.4","+",5147062,5147230,"308,329,275","6,12,7","366,293,250","47,22,26",9.67408178042098e-08,0.118
