"time","event","gene_id","strand","F_ES","F_EE","S_ES","S_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822392,55822722,55822842,"195,172,125","181,67,89","183,149,216","18,24,58",8.85599849171356e-08,-0.234
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822482,55822782,55822842,"133,137,88","186,77,90","127,102,166","26,28,63",2.16252630073255e-06,-0.233
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822482,55822812,55822842,"119,127,78","186,77,90","120,92,154","26,28,63",1.99084175776371e-06,-0.231
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822782,55822842,"133,137,88","193,75,94","127,102,166","27,32,62",8.36795177334714e-06,-0.23
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822782,55822842,"133,137,88","189,69,90","127,102,166","24,33,55",1.1679034012326e-05,-0.229
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822812,55822842,"119,127,78","193,75,94","120,92,154","27,32,62",7.84413251256685e-06,-0.229
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822542,55822755,55822842,"128,129,83","203,82,96","124,97,161","31,36,83",0.000149663679632601,-0.229
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822812,55822842,"119,127,78","189,69,90","120,92,154","24,33,55",1.06602758330747e-05,-0.227
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822482,55822602,"218,113,103","188,68,91","180,116,145","22,27,63",4.04202941558096e-07,-0.226
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822482,55822722,55822842,"195,172,125","186,77,90","183,149,216","26,28,63",6.27839985159998e-08,-0.226
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822722,55822842,"195,172,125","193,75,94","183,149,216","27,32,62",2.78707203631771e-07,-0.224
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822722,55822842,"195,172,125","189,69,90","183,149,216","24,33,55",4.12255446086105e-07,-0.222
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822542,55822782,55822842,"133,137,88","203,82,96","127,102,166","31,36,83",0.000149663679632601,-0.214
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822542,55822812,55822842,"119,127,78","203,82,96","120,92,154","31,36,83",0.000132832034015099,-0.214
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822542,55822722,55822842,"195,172,125","203,82,96","183,149,216","31,36,83",1.47618827632071e-05,-0.208
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822482,55822575,55822602,"77,46,32","0,0,3","44,29,34","53,0,16",3.47281882656273e-07,0.194
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822542,55822575,55822602,"77,46,32","1,4,2","44,29,34","58,0,16",8.79150060136837e-05,0.187
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822602,"661,383,422","583,341,381","361,279,417","828,507,728",7.77246322857221e-13,0.176
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822362,55822602,"132,30,50","0,1,8","53,34,73","14,9,16",3.00814658986855e-05,0.155
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822392,55822602,"111,30,50","0,1,8","53,34,73","14,9,16",8.45857631054791e-05,0.155
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822662,55822662,55822842,"457,410,270","186,66,90","456,310,454","22,22,56",1.31156506951298e-10,-0.152
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822392,55822482,55822842,"457,401,270","181,67,89","456,310,454","18,24,58",3.44587224251924e-11,-0.151
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822392,55822542,55822842,"457,400,270","181,67,89","456,310,454","18,24,58",3.31218694447013e-11,-0.151
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822392,55822602,55822842,"457,400,270","181,67,89","464,310,454","18,24,58",2.68082745544873e-11,-0.151
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822392,55822662,55822842,"457,410,270","181,67,89","456,310,454","18,24,58",7.07838443943693e-11,-0.15
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822392,55822602,55822722,"1,1,3","181,67,89","8,4,1","18,24,58",0.00057659897980728,-0.149
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822275,55822602,"480,387,333","583,341,381","343,258,365","828,507,728",3.07283429967383e-09,0.148
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822482,55822842,"457,401,270","193,75,94","456,310,454","27,32,62",7.06964412935957e-10,-0.148
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822542,55822842,"457,400,270","193,75,94","456,310,454","27,32,62",6.86289330025299e-10,-0.148
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822602,55822842,"457,400,270","193,75,94","464,310,454","27,32,62",5.84332479229369e-10,-0.148
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822662,55822842,"457,410,270","193,75,94","456,310,454","27,32,62",1.40723844889178e-09,-0.147
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822482,55822482,55822842,"457,401,270","186,77,90","456,310,454","26,28,63",8.46661774505346e-11,-0.147
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822482,55822542,55822842,"457,400,270","186,77,90","456,310,454","26,28,63",8.0102091626284e-11,-0.147
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822482,55822602,55822842,"457,400,270","186,77,90","464,310,454","26,28,63",6.6239674856432e-11,-0.147
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822602,55822842,"457,400,270","189,69,90","464,310,454","24,33,55",6.94766771891349e-10,-0.146
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822482,55822662,55822842,"457,410,270","186,77,90","456,310,454","26,28,63",1.86480595410035e-10,-0.146
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822482,55822842,"457,401,270","189,69,90","456,310,454","24,33,55",8.91416623057076e-10,-0.145
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822542,55822842,"457,400,270","189,69,90","456,310,454","24,33,55",8.42029400452974e-10,-0.145
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822662,55822842,"457,410,270","189,69,90","456,310,454","24,33,55",1.73714312525091e-09,-0.144
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822242,55822602,"546,317,333","583,341,381","345,258,362","828,507,728",3.63859345430865e-09,0.142
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822362,55822842,"457,445,270","189,69,90","456,323,454","24,33,55",9.79619652063746e-09,-0.142
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822362,55822602,"480,362,333","583,341,381","343,271,362","828,507,728",9.55933728471295e-09,0.141
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822542,55822542,55822842,"457,400,270","203,82,96","456,310,454","31,36,83",8.45316888543561e-08,-0.139
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822542,55822602,55822842,"457,400,270","203,82,96","464,310,454","31,36,83",7.2698918731235e-08,-0.139
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822542,55822662,55822842,"457,410,270","203,82,96","456,310,454","31,36,83",1.58072412128357e-07,-0.138
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822335,55822602,"508,317,333","583,341,381","343,258,362","828,507,728",1.52355918800734e-08,0.137
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822602,55822602,55822842,"457,400,270","280,96,139","464,310,454","71,55,128",0.000867595350038827,-0.137
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822215,55822602,"496,322,335","583,341,381","343,269,366","828,507,728",4.35133144657011e-08,0.133
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822332,55822602,"482,317,333","583,341,381","343,258,362","828,507,728",4.66682251682523e-08,0.133
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822212,55822602,"488,317,333","583,341,381","361,259,362","828,507,728",9.48234772800101e-08,0.131
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822362,55822602,"480,362,333","181,67,91","343,271,362","19,22,55",6.49246493821379e-09,-0.129
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822602,"280,96,139","585,352,381","71,55,128","828,507,728",0,0.128
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822482,55822515,55822542,"96,49,38","0,0,3","75,95,78","53,0,16",1.61560399508893e-06,0.12
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822362,"181,67,91","583,341,381","19,22,55","828,507,728",0,0.119
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822542,"182,70,89","583,341,381","23,21,55","828,507,728",0,0.119
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822482,"181,66,90","583,341,381","19,21,55","828,507,728",0,0.118
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822149,55822149,55822305,"505,117,97","618,353,398","255,57,88","860,533,752",0.000111378158003887,0.117
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822422,"193,75,94","585,352,381","27,32,62","828,507,728",0,0.117
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822482,"186,77,90","585,352,381","26,28,63","828,507,728",0,0.117
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822662,"186,66,90","585,352,381","22,22,56","828,507,728",0,0.117
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822362,55822602,55822722,"1,1,3","189,69,90","8,4,1","24,33,55",0.000844656917385733,-0.117
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822482,55822602,55822722,"1,1,3","186,77,90","8,4,1","26,28,63",0.000871746953046311,-0.117
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822392,"181,66,89","583,341,381","21,22,57","828,507,728",0,0.116
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822422,"188,68,91","583,341,381","22,27,63","828,507,728",0,0.116
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822542,"203,82,96","585,352,381","31,36,83","828,507,728",0,0.116
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822392,"181,67,89","585,352,381","18,24,58","828,507,728",0,0.115
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822575,55822602,"77,46,32","0,1,9","44,29,34","11,7,16",0.00033659094074598,0.115
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822182,55822182,55822362,"189,69,90","585,352,381","24,33,55","828,507,728",0,0.114
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822692,55822722,55822782,"110,50,67","5,1,2","113,135,80","56,1,19",6.43062741392045e-05,0.113
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822722,55822722,55822782,"110,50,67","3,1,5","113,135,80","59,5,17",4.36759819551742e-05,0.113
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822662,55822722,55822782,"110,50,67","5,0,3","113,135,80","57,1,17",0.000105587011662018,0.112
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822602,55822722,"1,1,3","193,75,94","8,4,1","27,32,62",0.000947946138535615,-0.111
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822362,55822362,55822542,"34,4,0","204,9,17","5,0,0","75,26,123",0.000305001619523838,0.109
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822722,55822755,55822842,"129,129,83","3,1,5","122,97,160","59,5,17",2.58481417411452e-06,0.108
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822482,55822755,55822842,"129,129,83","5,11,3","122,97,160","60,7,24",0.000245702512730074,0.107
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822362,55822362,55822602,"480,362,333","746,706,718","343,271,362","1184,786,1090",4.5304991264201e-06,0.106
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822692,55822755,55822842,"129,129,83","5,1,2","122,97,160","56,1,19",7.05573229281769e-06,0.102
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822722,55822755,55822782,"110,48,63","3,1,5","113,115,78","59,5,17",9.4478783398036e-06,0.101
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822482,55822515,55822602,"201,97,85","0,0,3","135,142,133","53,0,16",1.93977273354707e-08,0.1
5,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822692,55822755,55822782,"110,48,63","5,1,2","113,115,78","56,1,19",1.5029096335976e-05,0.1
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822362,55822392,55822422,"1,7,4","0,3,0","3,0,0","4,3,1",0.000471509655378438,0.752
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822362,55822422,"2,8,8","6,3,0","3,3,0","69,105,1",8.44665454028429e-08,0.672
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822392,55822422,"1,7,4","6,3,0","3,0,0","69,105,1",6.12765644083909e-07,0.648
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822422,55822482,55822602,"5,9,7","2,0,7","7,6,19","72,113,18",0.00048905164159887,0.523
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822392,55822662,"18,2,2","16,0,3","2,2,1","70,105,2",2.14985942063237e-05,0.516
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822362,55822362,55822662,"57,2,5","1,1,7","2,2,1","4,8,17",3.14638102319064e-05,0.491
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822422,55822542,"5,6,2","15,27,3","9,7,8","3,3,2",3.24030549933679e-05,-0.471
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822455,55822722,"7,1,2","14,0,73","5,12,33","0,3,2",0.000759929065939989,-0.461
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822362,55822662,"57,2,5","5,1,1","2,2,1","69,103,0",1.57705317065732e-05,0.456
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822362,55822542,"55,0,3","6,3,0","3,0,1","69,105,1",0.000434367072114254,0.454
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822362,55822662,"57,2,5","0,0,0","2,2,1","10,1,0",0.000462031688816154,0.447
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822392,55822662,"18,2,2","0,0,0","2,2,1","10,1,0",0.000462210939464063,0.447
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822422,55822662,"2,2,2","0,0,0","2,2,1","10,1,0",0.000462210939464063,0.447
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822482,55822722,"7,1,2","15,27,3","5,10,4","3,3,2",0.000508225604780513,-0.436
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822362,55822362,55822692,"57,0,4","1,1,7","0,2,0","4,8,17",0.000481428866740286,0.379
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822662,"2,2,2","0,0,0","5,3,1","10,1,0",0.000511278247154264,0.373
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822422,55822782,"101,108,98","1,7,16","111,112,116","16,197,136",3.4825841921073e-05,0.364
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822482,55822782,"101,108,98","1,7,16","111,117,116","16,197,136",3.19052627745566e-05,0.361
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822392,55822662,"18,2,2","5,1,1","2,2,1","69,103,0",0.000492183189239405,0.355
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822332,55822422,55822482,55822542,"0,0,0","2,9,6","3,4,0","3,5,1",0.000378808877987767,-0.337
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822392,55822422,"1,7,4","5,9,9","3,0,0","16,186,118",1.78660848597929e-07,0.334
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822482,55822542,"0,0,0","37,9,9","3,4,0","7,4,2",0.000426561621533714,-0.322
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822392,55822782,"117,108,98","15,7,12","111,112,116","14,189,120",0.000759386394752005,0.321
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822422,55822422,55822782,"101,108,98","2,0,7","111,112,116","72,113,18",3.2971813019361e-11,0.314
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822422,55822482,55822782,"101,108,98","2,0,7","111,117,116","72,113,18",2.16563492285708e-11,0.311
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822755,55822842,"121,107,111","1,7,16","87,156,131","16,197,136",5.4979039817911e-08,0.307
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822635,55822722,"4,0,0","19,21,113","5,5,4","13,4,23",0.000150034669374993,-0.303
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822602,55822755,55822842,"121,107,111","33,33,20","87,156,131","45,218,223",1.91885531268064e-06,0.297
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822722,55822755,55822842,"121,107,111","7,8,11","87,156,131","19,191,122",9.48268253202052e-09,0.297
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822422,55822482,55822542,"0,0,0","3,36,9","3,4,0","10,4,1",0.000668811724472165,-0.296
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822692,55822755,55822842,"121,107,111","2,7,10","87,156,131","14,188,118",7.1791765019619e-09,0.296
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822722,"7,1,2","0,0,0","8,6,4","10,1,0",0.000955879838922574,0.295
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822662,55822755,55822842,"121,107,111","2,9,11","87,156,131","16,188,119",9.53600641860286e-09,0.295
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822755,55822782,"94,104,73","1,7,16","94,99,116","16,197,136",2.70613374799017e-06,0.294
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822542,55822755,55822842,"121,107,111","14,19,14","87,156,131","31,199,132",2.1819194584933e-08,0.29
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822692,55822755,55822782,"94,104,73","2,7,10","94,99,116","14,188,118",4.41462796734711e-07,0.287
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822602,55822755,55822842,"121,107,111","34,26,11","87,156,131","101,134,105",1.6371727821739e-14,0.285
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822602,55822782,55822842,"124,113,123","33,33,20","87,164,135","45,218,223",2.6100883565411e-07,0.285
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822662,55822755,55822782,"94,104,73","2,9,11","94,99,116","16,188,119",8.25170106478349e-07,0.285
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822722,55822755,55822782,"94,104,73","7,8,11","94,99,116","19,191,122",1.35961628649919e-06,0.285
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822782,55822842,"124,113,123","1,7,16","87,164,135","16,197,136",2.70769949481801e-09,0.284
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822602,55822755,55822782,"94,104,73","33,33,20","94,99,116","45,218,223",0.000215732129950779,0.283
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822422,55822602,"33,26,11","15,27,3","31,32,105","3,3,2",8.44665454028429e-08,-0.281
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822482,55822542,"0,0,0","3,9,9","3,4,0","10,5,1",0.000619020817428147,-0.278
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822542,55822755,55822782,"94,104,73","14,19,14","94,99,116","31,199,132",1.22682013763729e-05,0.276
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822722,55822782,55822842,"124,113,123","7,8,11","87,164,135","19,191,122",4.51793726423538e-10,0.276
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822662,55822782,55822842,"124,113,123","2,9,11","87,164,135","16,188,119",4.51793726423538e-10,0.273
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822692,55822782,55822842,"124,113,123","2,7,10","87,164,135","14,188,118",3.34207809023002e-10,0.273
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822362,55822782,"156,108,101","5,1,1","111,112,116","69,103,0",2.15749861831447e-06,0.272
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822542,55822782,55822842,"124,113,123","14,19,14","87,164,135","31,199,132",1.1139563579002e-09,0.272
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822392,55822782,"117,108,98","5,1,1","111,112,116","69,103,0",6.65914786184408e-06,0.269
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822602,55822782,55822842,"124,113,123","34,26,11","87,164,135","101,134,105",0,0.269
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822755,55822842,"121,107,111","15,7,12","87,156,131","14,189,120",1.04573010336332e-05,0.269
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822332,55822482,"19,21,4","0,0,0","13,5,23","10,1,0",0.000736611535755274,0.268
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822422,55822782,"101,108,98","5,1,1","111,112,116","69,103,0",1.04938928934896e-05,0.267
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822815,55822842,"104,103,109","1,7,16","85,153,124","16,197,136",4.30677127836062e-09,0.267
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822422,55822755,55822842,"121,107,111","2,0,7","87,156,131","72,113,18",2.33475075022009e-13,0.266
10,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822602,55822815,55822842,"104,103,109","33,33,20","85,153,124","45,218,223",1.91885531268064e-06,0.265
