"time","event","gene_id","strand","ri_ES","ri_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
30,"RI","Solyc01g105120.4","-",85693915,85694224,"22,13,8","8,1,1","11,4,19","1,0,0",0.00236767639153766,-0.164
50,"RI","Solyc01g105120.4","-",85689426,85689860,"29,25,14","360,368,356","36,63,34","148,144,133",0,-0.126
70,"RI","Solyc01g105120.4","-",85693915,85694224,"19,11,14","7,0,9","16,12,14","0,0,2",0.00217930239989585,-0.223
70,"RI","Solyc01g105120.4","-",85689426,85689887,"22,18,13","452,286,420","36,40,54","141,145,160",0,-0.127
80,"RI","Solyc01g105120.4","-",85689426,85689860,"22,30,31","367,332,410","39,48,51","196,136,157",2.2935974107614e-13,-0.11
105,"RI","Solyc01g105120.4","-",85693915,85694224,"9,8,2","13,14,13","25,16,12","9,4,8",0.000622275993032454,-0.396
105,"RI","Solyc01g105120.4","-",85689426,85689860,"16,21,17","338,422,440","70,27,82","229,137,121",0,-0.165
120,"RI","Solyc01g105120.4","-",85693915,85694224,"22,5,10","24,20,14","33,12,13","13,7,5",0.00205604625223907,-0.316
120,"RI","Solyc01g105120.4","-",85689426,85689860,"30,21,17","456,333,410","17,63,55","107,159,126",0,-0.136
70,"RI","Solyc01g105300.4","-",85823613,85824053,"0,0,0","44,37,30","27,9,16","26,38,35",3.24755507612268e-12,-0.211
80,"RI","Solyc01g105300.4","-",85823943,85824401,"0,3,0","34,41,36","14,2,2","27,16,13",3.68044485435955e-05,-0.118
90,"RI","Solyc01g105300.4","-",85823943,85824401,"0,0,0","24,31,21","0,9,7","17,8,13",7.1840439473454e-06,-0.218
120,"RI","Solyc01g105300.4","-",85823613,85824053,"1,1,0","38,19,34","7,22,18","25,20,28",9.57408223052623e-11,-0.227
120,"RI","Solyc01g105300.4","-",85823943,85824401,"0,1,1","31,28,31","12,9,2","16,15,11",4.57086550109355e-08,-0.213
105,"RI","Solyc01g106950.3","+",86957976,86958412,"15,7,8","49,80,59","28,20,6","38,44,23",0.000845665122330644,-0.11
120,"RI","Solyc01g106950.3","+",86957976,86958412,"7,4,6","80,55,64","33,8,10","39,18,34",2.09191508392755e-07,-0.162
40,"RI","Solyc01g107580.4","+",87391469,87391781,"0,0,2","30,13,25","1,10,9","10,24,14",3.37378881579929e-05,-0.161
50,"RI","Solyc01g107580.4","+",87391446,87391781,"0,0,0","20,16,35","8,5,0","18,24,14",0.00028670374788642,-0.105
15,"RI","Solyc01g108210.4","+",87882293,87882617,"13,10,5","2,1,9","9,19,6","0,0,0",6.77343054203546e-05,-0.389
30,"RI","Solyc01g108210.4","+",87882052,87882412,"18,37,37","59,64,55","4,0,4","51,78,90",0,0.198
40,"RI","Solyc01g108210.4","+",87882052,87882412,"19,13,25","37,65,61","0,5,1","81,62,70",3.54290855911185e-11,0.152
40,"RI","Solyc01g108620.3","+",88200785,88201244,"10,6,7","105,93,119","23,23,29","59,76,83",2.96732933825383e-08,-0.139
50,"RI","Solyc01g108620.3","+",88200785,88201244,"12,4,17","84,92,122","29,23,42","88,48,57",6.46268675373201e-08,-0.18
60,"RI","Solyc01g108620.3","+",88200785,88201244,"10,8,6","54,74,67","29,47,39","50,77,41",2.11273363646446e-10,-0.237
90,"RI","Solyc01g108620.3","+",88200785,88201244,"9,29,19","62,88,103","38,57,44","73,38,63",2.3673184391104e-05,-0.229
105,"RI","Solyc01g108620.3","+",88200785,88201244,"10,7,10","59,53,55","59,70,53","44,52,53",0,-0.347
105,"RI","Solyc01g108620.3","+",88200785,88201244,"37,54,35","8,3,1","81,85,75","0,0,1",7.37761876612318e-05,-0.143
120,"RI","Solyc01g108620.3","+",88200858,88201248,"15,17,9","90,58,68","69,77,102","28,64,79",0,-0.391
70,"RI","Solyc01g109560.3","-",88815816,88816126,"4,4,9","2,0,0","0,0,2","1,8,0",0.000179512344486788,0.504
80,"RI","Solyc01g109560.3","-",88815816,88816122,"4,11,10","0,0,1","2,0,3","1,2,3",3.17915287289362e-06,0.661
120,"RI","Solyc01g109560.3","-",88815816,88816126,"15,10,7","2,0,0","0,0,2","3,6,1",2.26359545507729e-09,0.762
20,"RI","Solyc01g109700.3","+",88942379,88942877,"82,131,72","12,9,16","44,36,43","17,22,29",4.06306707998703e-05,0.302
25,"RI","Solyc01g109700.3","+",88942379,88942877,"92,122,94","16,19,17","32,49,40","18,21,24",7.58076761632086e-05,0.258
30,"RI","Solyc01g109700.3","+",88942379,88942877,"73,75,89","11,20,25","23,43,27","29,20,19",0.00228318468590398,0.281
40,"RI","Solyc01g109700.3","+",88942379,88942877,"88,79,60","7,15,3","33,27,14","45,8,33",4.1071870838065e-05,0.475
50,"RI","Solyc01g109700.3","+",88942379,88942877,"102,91,94","7,20,16","12,13,18","15,18,24",6.49813536313554e-12,0.499
60,"RI","Solyc01g109700.3","+",88942379,88942877,"94,116,99","15,7,24","22,20,14","28,40,26",0,0.543
70,"RI","Solyc01g109700.3","+",88941421,88941635,"11,24,13","3,2,0","9,2,2","3,5,9",0.000547410199309974,0.54
70,"RI","Solyc01g109700.3","+",88942379,88942877,"64,109,105","8,11,14","30,6,19","21,13,31",3.53597895583036e-12,0.527
80,"RI","Solyc01g109700.3","+",88942379,88942877,"97,97,78","5,5,14","10,12,10","15,24,4",1.01590641107213e-07,0.515
90,"RI","Solyc01g109700.3","+",88942379,88942877,"150,189,136","7,11,13","10,15,20","16,12,20",0,0.565
105,"RI","Solyc01g109700.3","+",88942379,88942877,"67,93,161","15,14,12","7,12,15","13,29,3",0.00147497425147669,0.411
120,"RI","Solyc01g109700.3","+",88942379,88942877,"131,132,122","9,13,8","5,11,17","13,6,16",3.18046752570711e-10,0.537
40,"RI","Solyc01g110480.4","+",89525874,89526169,"7,18,17","160,147,174","36,25,57","96,116,140",6.08476291574201e-09,-0.121
50,"RI","Solyc01g110480.4","+",89525874,89526169,"64,19,20","176,188,195","62,38,52","118,104,123",4.69675545710348e-05,-0.114
60,"RI","Solyc01g110480.4","+",89525866,89526203,"7,27,8","213,160,116","49,84,61","113,152,106",0,-0.195
70,"RI","Solyc01g110480.4","+",89525874,89526169,"3,0,6","185,169,157","56,59,74","153,185,120",0,-0.202
90,"RI","Solyc01g110480.4","+",89525874,89526169,"2,21,12","175,320,189","74,48,91","175,141,172",0,-0.185
120,"RI","Solyc01g110480.4","+",89525874,89526169,"14,7,18","161,177,146","43,50,53","142,164,148",2.91385311601353e-11,-0.12
20,"RI","Solyc01g111020.3","-",89773999,89774480,"69,104,79","222,278,261","15,26,18","265,282,338",0,0.109
25,"RI","Solyc01g111020.3","-",89778762,89779107,"4,5,9","0,0,0","3,6,4","2,5,1",4.09437485397012e-06,0.463
40,"RI","Solyc01g111020.3","-",89772662,89773132,"9,10,10","0,0,1","12,14,12","7,1,3",0.0010976494400693,0.276
50,"RI","Solyc01g111020.3","-",89772663,89773132,"5,8,4","7,6,9","10,5,10","3,1,1",0.00531796215758643,-0.442
60,"RI","Solyc01g111020.3","-",89774424,89774814,"22,41,42","0,7,5","27,25,20","0,0,0",0.000335845725489948,-0.13
70,"RI","Solyc01g111020.3","-",89778762,89779107,"1,5,2","0,0,0","2,0,1","1,1,2",0.000869492580990532,0.739
70,"RI","Solyc01g111020.3","-",89773999,89774480,"67,75,68","292,176,292","9,8,10","259,236,248",0,0.11
90,"RI","Solyc01g111020.3","-",89772662,89773132,"6,11,11","8,4,6","15,16,15","1,2,1",0.000795979419942176,-0.411
105,"RI","Solyc01g111020.3","-",89772663,89773132,"13,2,9","2,6,0","3,10,16","1,0,0",0.00893952484244322,-0.231
20,"RI","Solyc01g111150.2","+",89867839,89868101,"1,14,10","55,131,85","21,18,20","71,49,65",7.38333858648915e-05,-0.109
60,"RI","Solyc01g111150.2","+",89867839,89868101,"17,13,20","112,117,128","16,43,33","82,85,54",0.000129299424064105,-0.117
70,"RI","Solyc01g111150.2","+",89867551,89867890,"3,23,12","0,0,0","4,12,3","2,2,6",6.2270720354103e-07,0.498
70,"RI","Solyc01g111150.2","+",89867839,89868101,"17,13,12","99,139,113","48,31,21","74,96,64",5.48266307782766e-07,-0.126
90,"RI","Solyc01g111150.2","+",89867839,89868101,"13,24,19","134,185,131","33,23,60","63,64,93",4.01592953902483e-11,-0.153
105,"RI","Solyc01g111150.2","+",89867839,89868101,"26,21,13","139,139,110","38,25,16","64,60,73",0.000395092552677204,-0.103
120,"RI","Solyc01g111150.2","+",89867839,89868101,"12,7,12","150,117,126","32,38,28","65,75,56",0,-0.174
40,"RI","Solyc01g111840.3","+",90362544,90362793,"20,34,20","3,5,4","4,5,3","5,10,2",0.000268054244316275,0.447
105,"RI","Solyc01g111840.3","+",90362544,90362793,"21,11,16","0,3,2","6,2,1","6,6,5",5.07786754304309e-06,0.627
120,"RI","Solyc01g111840.3","+",90362544,90362793,"20,11,11","2,0,1","1,0,4","8,1,4",9.39273121766514e-08,0.762
5,"RI","Solyc02g005180.3","+",6944498,6944713,"84,115,60","0,3,2","54,60,77","5,9,10",0.000254547831986828,0.13
20,"RI","Solyc02g005180.3","+",6945292,6945657,"91,104,92","231,294,239","85,131,133","157,174,167",0.000182684125608822,-0.111
40,"RI","Solyc02g005180.3","+",6944644,6945027,"270,271,223","17,4,33","123,103,135","25,15,33",0.000644599764981394,0.158
40,"RI","Solyc02g005180.3","+",6944524,6944690,"101,76,90","160,160,183","103,55,98","76,63,103",0.000529707040097796,-0.147
40,"RI","Solyc02g005180.3","+",6943974,6944215,"158,171,132","190,175,197","118,98,127","68,77,82",0.000337025602202513,-0.145
50,"RI","Solyc02g005180.3","+",6944644,6945027,"330,322,400","31,43,37","122,102,85","33,30,40",2.90580491733502e-07,0.227
60,"RI","Solyc02g005180.3","+",6944644,6945027,"304,289,304","24,44,57","89,143,93","39,45,36",5.74482648658007e-06,0.216
60,"RI","Solyc02g005180.3","+",6945657,6946062,"40,49,33","393,438,435","61,75,53","205,273,152",2.98085303717563e-12,-0.108
70,"RI","Solyc02g005180.3","+",6944644,6945027,"266,274,298","39,31,36","51,76,58","33,34,20",3.19129794120573e-08,0.279
70,"RI","Solyc02g005180.3","+",6945292,6945657,"128,102,150","344,282,369","109,82,108","158,123,152",6.79560789312805e-05,-0.11
80,"RI","Solyc02g005180.3","+",6943974,6944215,"189,180,188","253,211,251","118,65,97","53,45,75",0.000255635143256036,-0.172
90,"RI","Solyc02g005180.3","+",6944644,6945027,"238,364,291","30,76,2","54,55,49","33,43,43",1.52937840818004e-12,0.429
90,"RI","Solyc02g005180.3","+",6943974,6944215,"186,261,185","278,477,227","99,73,110","69,35,70",1.1181057913081e-08,-0.214
90,"RI","Solyc02g005180.3","+",6945292,6945657,"99,228,116","286,546,409","95,94,133","168,138,127",1.61665465791532e-05,-0.141
90,"RI","Solyc02g005180.3","+",6944524,6944690,"87,152,73","165,316,220","67,44,53","54,65,70",0.00252909898173156,-0.136
90,"RI","Solyc02g005180.3","+",6945657,6946062,"64,56,50","381,602,434","60,54,99","200,160,176",1.58665484790914e-12,-0.13
90,"RI","Solyc02g005180.3","+",6944498,6944713,"79,125,92","14,17,3","47,25,39","4,0,0",0.00932682712281793,-0.106
105,"RI","Solyc02g005180.3","+",6944644,6945027,"205,251,302","30,31,42","62,25,41","40,27,14",1.19439745100233e-06,0.337
120,"RI","Solyc02g005180.3","+",6944644,6945027,"308,223,262","24,25,41","44,59,51","28,38,31",0,0.372
120,"RI","Solyc02g005180.3","+",6944644,6945027,"195,148,155","152,85,129","27,35,30","6,2,15",0.00800605170754915,-0.273
120,"RI","Solyc02g005180.3","+",6945292,6945657,"157,103,104","426,372,338","75,86,90","105,123,128",4.57722405125601e-08,-0.142
120,"RI","Solyc02g005180.3","+",6945752,6945931,"17,13,22","480,415,451","32,36,52","169,149,235",0,-0.102
30,"RI","Solyc02g014830.4","-",17468774,17469267,"4,7,9","4,2,6","4,1,10","0,0,1",0.000236051067208737,-0.454
60,"RI","Solyc02g014830.4","-",17468646,17469061,"22,10,1","0,0,0","6,18,3","9,4,0",0.000171640006733224,0.313
70,"RI","Solyc02g014830.4","-",17468774,17469267,"3,7,2","0,2,0","3,4,0","8,1,2",0.000869492580990532,0.598
10,"RI","Solyc02g020910.4","+",18716574,18716944,"117,76,1","67,64,54","3,3,0","60,39,35",1.53470283525454e-05,0.262
15,"RI","Solyc02g020910.4","+",18705975,18706257,"4,149,61","0,4,2","6,0,4","1,4,4",0.000413265014485045,0.573
15,"RI","Solyc02g020910.4","+",18716580,18716945,"7,153,59","69,58,46","4,0,8","40,50,59",9.17569883055024e-05,0.299
50,"RI","Solyc02g020910.4","+",18717383,18717821,"23,32,43","4,4,12","55,28,48","3,1,0",0.000405149131697966,-0.206
60,"RI","Solyc02g020910.4","+",18733608,18733961,"15,6,11","3,2,3","20,41,30","0,1,0",0.000332979490476717,-0.284
90,"RI","Solyc02g020910.4","+",18716574,18716971,"0,1,3","57,70,69","4,57,123","49,66,61",2.01047771023707e-10,-0.272
30,"RI","Solyc02g036370.3","-",29285197,29285627,"33,43,25","420,520,383","397,410,424","1132,1212,1212",0,-0.137
40,"RI","Solyc02g036370.3","-",29285199,29285450,"18,25,9","541,508,602","385,358,459","1004,1059,1094",0,-0.178
50,"RI","Solyc02g036370.3","-",29285197,29285627,"28,30,47","522,658,716","423,486,691","1113,1013,1122",0,-0.207
60,"RI","Solyc02g036370.3","-",29285197,29285627,"39,54,48","490,523,605","583,535,555","1047,1291,1096",0,-0.189
90,"RI","Solyc02g036370.3","-",29285197,29285661,"20,23,18","567,596,548","1069,1017,1223","1103,1049,1190",0,-0.37
90,"RI","Solyc02g036370.3","-",29285338,29285661,"37,15,11","860,1007,797","646,603,800","1961,1651,2008",0,-0.173
105,"RI","Solyc02g036370.3","-",29285199,29285450,"23,33,17","287,288,365","1445,1055,1034","1355,1210,1165",0,-0.33
105,"RI","Solyc02g036370.3","-",29285338,29285661,"9,26,23","420,561,561","897,636,642","2162,2009,1817",0,-0.164
120,"RI","Solyc02g036370.3","-",29285197,29285627,"22,11,12","295,219,257","1239,1353,1529","1055,1263,1136",0,-0.402
120,"RI","Solyc02g036370.3","-",29285338,29285627,"21,7,5","477,352,394","728,795,968","1684,2037,1804",0,-0.207
90,"RI","Solyc02g061840.3","-",31357409,31357859,"83,84,53","34,53,45","29,18,19","47,41,71",3.59575768898259e-07,0.296
105,"RI","Solyc02g061840.3","-",31357409,31357859,"62,57,62","41,34,50","47,31,16","92,51,40",6.88577164030036e-07,0.238
60,"RI","Solyc02g067120.4","-",35362917,35363336,"265,296,257","714,932,705","319,441,391","488,828,522",1.1693839274954e-07,-0.11
70,"RI","Solyc02g067120.4","-",35362917,35363336,"360,276,229","914,729,624","458,453,512","540,632,595",1.46463989500462e-12,-0.148
70,"RI","Solyc02g067120.4","-",35362698,35363097,"264,177,203","954,877,741","420,410,442","841,782,873",3.57934086410388e-11,-0.112
80,"RI","Solyc02g067120.4","-",35362917,35363336,"206,187,242","543,604,766","420,424,436","556,515,416",0,-0.184
80,"RI","Solyc02g067120.4","-",35362698,35363097,"135,156,178","625,698,922","326,299,319","780,754,667",3.36191789121906e-10,-0.101
90,"RI","Solyc02g067120.4","-",35362917,35363336,"256,469,279","812,917,825","507,471,557","573,504,599",0,-0.175
90,"RI","Solyc02g067120.4","-",35362698,35363097,"174,340,206","985,1112,913","485,467,459","834,838,919",0,-0.133
90,"RI","Solyc02g067120.4","-",35362698,35363097,"118,242,151","28,46,15","339,341,323","21,29,23",0.000376893494218926,-0.106
105,"RI","Solyc02g067120.4","-",35362917,35363336,"237,187,204","541,658,625","650,617,540","701,480,457",0,-0.24
105,"RI","Solyc02g067120.4","-",35362698,35363097,"191,206,145","617,870,632","581,600,444","1038,722,669",0,-0.167
120,"RI","Solyc02g067120.4","-",35362917,35363282,"243,193,202","659,506,538","585,669,504","419,559,404",0,-0.26
120,"RI","Solyc02g067120.4","-",35362698,35363076,"194,140,123","868,627,702","500,514,539","740,775,652",0,-0.205
120,"RI","Solyc02g067120.4","-",35362698,35363076,"135,89,94","22,10,18","351,380,425","9,15,39",4.66223444659398e-05,-0.116
105,"RI","Solyc02g068070.4","+",36136727,36137164,"0,0,0","51,42,25","10,7,15","24,43,26",6.03550735142695e-10,-0.158
120,"RI","Solyc02g068070.4","+",36136727,36137164,"4,1,0","40,37,37","11,6,13","45,50,22",9.0071796974621e-05,-0.111
60,"RI","Solyc02g068420.4","-",36385762,36386142,"1,1,3","1,1,9","13,12,3","1,0,2",0.000234996133607685,-0.496
90,"RI","Solyc02g068420.4","-",36385823,36386142,"1,1,0","1,5,3","11,7,12","1,0,0",1.64695498264828e-11,-0.807
105,"RI","Solyc02g068420.4","-",36385823,36386142,"1,1,1","3,0,3","10,4,4","0,2,0",0.000548702014079869,-0.405
120,"RI","Solyc02g068420.4","-",36385823,36386142,"3,1,2","8,1,6","14,3,5","2,0,0",1.62229527350737e-07,-0.715
5,"RI","Solyc02g070050.3","-",37847747,37848193,"4,0,0","4,7,10","7,7,4","0,5,0",0.00029096209804528,-0.693
10,"RI","Solyc02g070050.3","-",37847747,37848193,"7,5,9","0,0,6","0,0,3","7,7,1",0.000771259615948959,0.61
40,"RI","Solyc02g070050.3","-",37847747,37848193,"2,4,11","18,5,5","13,18,13","0,1,4",0.000400301776494547,-0.552
50,"RI","Solyc02g070050.3","-",37847747,37848193,"0,3,5","12,9,12","10,5,12","1,0,9",0.000325488231723246,-0.639
105,"RI","Solyc02g070050.3","-",37847747,37848193,"7,2,7","4,10,5","24,12,26","5,1,0",8.51957313238672e-05,-0.531
10,"RI","Solyc02g070860.4","+",38479462,38479840,"8,14,4","0,0,0","6,0,1","5,3,2",3.83057363606521e-10,0.808
25,"RI","Solyc02g070860.4","+",38479115,38479576,"4,14,11","1,0,0","0,5,4","3,3,3",1.31854367089654e-05,0.604
30,"RI","Solyc02g070860.4","+",38479115,38479576,"11,8,1","0,2,0","1,0,2","5,7,1",8.34203438307781e-07,0.692
90,"RI","Solyc02g070860.4","+",38479115,38479576,"4,10,7","0,2,0","1,4,8","2,2,8",0.000157419142513256,0.56
60,"RI","Solyc02g078790.4","+",41413950,41414248,"72,76,53","118,133,115","21,16,17","113,128,98",5.15442067247151e-10,0.166
80,"RI","Solyc02g078790.4","+",41413950,41414248,"37,32,39","86,67,143","8,13,14","81,116,105",2.21749373109388e-06,0.132
90,"RI","Solyc02g078790.4","+",41413920,41414248,"52,55,54","107,148,132","9,13,23","92,120,122",5.7238206095126e-08,0.136
105,"RI","Solyc02g078790.4","+",41417526,41417835,"14,19,8","0,5,7","9,2,2","18,16,5",0.000357192329735101,0.535
105,"RI","Solyc02g078790.4","+",41413950,41414248,"37,31,56","84,99,112","24,12,15","115,122,95",4.67121838422817e-06,0.121
120,"RI","Solyc02g078790.4","+",41413781,41414248,"49,34,28","114,88,96","18,9,10","102,110,80",4.76041263569882e-06,0.116
70,"RI","Solyc02g079060.3","-",41671972,41672241,"26,4,12","1,18,2","25,7,13","0,1,0",0.000803613100256999,-0.322
105,"RI","Solyc02g079060.3","-",41671972,41672241,"20,12,15","0,5,7","21,8,14","0,0,0",3.06209165826141e-05,-0.28
120,"RI","Solyc02g079060.3","-",41671972,41672241,"13,10,10","0,6,2","11,17,18","0,0,0",0.000438041468790815,-0.248
30,"RI","Solyc02g079100.3","+",41703985,41704226,"3,6,11","188,186,152","34,35,55","208,209,161",8.99043997144049e-12,-0.101
70,"RI","Solyc02g079100.3","+",41703751,41704226,"24,27,6","226,169,201","61,67,39","119,200,181",2.63283855523722e-09,-0.126
80,"RI","Solyc02g079100.3","+",41703931,41704226,"5,9,16","5,9,0","19,26,38","0,0,0",1.49863729350523e-05,-0.404
105,"RI","Solyc02g079100.3","+",41703751,41704226,"6,7,23","152,161,222","61,32,50","285,159,150",1.37055807502016e-09,-0.101
50,"RI","Solyc02g080570.3","+",42744462,42744903,"24,15,29","1,2,2","17,7,8","5,4,13",0.000443575807609826,0.403
60,"RI","Solyc02g080570.3","+",42744462,42744903,"34,46,25","7,13,28","10,11,7","17,28,31",0.000249696748670072,0.388
80,"RI","Solyc02g080570.3","+",42744462,42744903,"18,32,11","0,2,4","7,7,3","11,6,11",6.58037247759121e-06,0.569
105,"RI","Solyc02g080570.3","+",42744462,42744903,"21,9,10","0,4,0","10,2,6","9,5,8",0.000105216358888083,0.561
120,"RI","Solyc02g080570.3","+",42744462,42744903,"15,8,19","5,0,0","5,2,8","14,9,17",3.52628439813612e-08,0.712
50,"RI","Solyc02g081500.3","+",43428660,43429152,"0,3,10","78,106,97","23,4,19","53,59,65",7.17731527663761e-06,-0.112
60,"RI","Solyc02g081500.3","+",43428667,43429156,"2,1,0","100,76,58","23,22,6","50,63,45",7.99999870989195e-13,-0.156
90,"RI","Solyc02g081500.3","+",43428670,43429156,"9,7,4","96,97,86","30,21,18","56,58,73",1.90836408536647e-08,-0.15
105,"RI","Solyc02g081500.3","+",43428879,43429156,"3,3,1","67,45,39","80,20,28","101,76,49",1.31328684997563e-11,-0.221
120,"RI","Solyc02g081500.3","+",43428670,43429156,"2,2,5","59,54,59","45,16,18","61,63,70",3.94050474038829e-08,-0.169
90,"RI","Solyc02g082770.3","+",44422939,44423269,"8,20,14","30,75,27","19,14,19","26,7,11",0.000848508960074296,-0.287
105,"RI","Solyc02g082770.3","+",44422939,44423269,"12,12,18","2,7,9","14,4,2","0,0,1",0.000331118104496911,-0.222
80,"RI","Solyc02g083180.4","-",44676236,44676724,"32,18,25","0,4,2","14,10,10","19,9,20",7.98473318722917e-09,0.569
90,"RI","Solyc02g083180.4","-",44676236,44676724,"116,69,88","153,203,174","49,47,29","179,175,205",1.02599469392831e-05,0.106
105,"RI","Solyc02g083180.4","-",44676236,44676724,"26,22,27","6,6,2","14,5,6","14,10,8",2.59338536523449e-05,0.464
120,"RI","Solyc02g083180.4","-",44676236,44676724,"22,10,32","0,4,2","5,5,6","12,13,5",1.7609787045291e-06,0.574
90,"RI","Solyc02g083560.3","+",44923629,44923962,"2,0,2","0,1,0","0,0,0","2,3,3",0.000553670677266432,0.667
90,"RI","Solyc02g083560.3","+",44926882,44927184,"1,0,0","50,87,79","7,16,21","62,42,42",9.18827203374997e-13,-0.167
105,"RI","Solyc02g083560.3","+",44926882,44927184,"0,3,6","77,56,51","10,26,28","56,52,40",8.60764536666929e-09,-0.187
120,"RI","Solyc02g083560.3","+",44927307,44927593,"0,9,9","87,48,75","56,51,50","43,98,100",1.02915436173149e-10,-0.253
